,TP9,AF7,AF8,TP10,Right AUX,timestamps
316,-30.762,-37.109,-33.691,-21.484,0.000,1659355777.302
317,-28.320,-38.086,-22.461,-19.043,0.000,1659355777.306
318,-30.273,-32.715,-20.020,-22.949,0.000,1659355777.309
319,-30.762,-35.156,-24.414,-17.578,0.000,1659355777.313
320,-25.391,-34.180,-25.879,-17.090,0.000,1659355777.317
321,-24.902,-36.133,-32.715,-27.832,0.000,1659355777.320
322,-36.621,-40.039,-37.598,-28.320,0.000,1659355777.324
323,-37.109,-37.109,-37.598,-30.762,0.000,1659355777.328
324,-37.598,-33.691,-35.156,-36.621,0.000,1659355777.334
325,-39.062,-33.203,-32.715,-36.133,0.000,1659355777.337
326,-45.898,-31.738,-27.344,-32.715,0.000,1659355777.341
327,-43.945,-28.320,-28.320,-23.926,0.000,1659355777.345
328,-38.086,-24.902,-33.203,-32.227,0.000,1659355777.348
329,-39.551,-34.668,-36.133,-47.363,0.000,1659355777.352
330,-41.016,-40.039,-35.156,-38.574,0.000,1659355777.356
331,-38.086,-29.297,-31.250,-29.785,0.000,1659355777.359
332,-36.621,-22.949,-29.785,-33.691,0.000,1659355777.363
333,-40.039,-28.809,-32.715,-31.250,0.000,1659355777.367
334,-50.293,-34.668,-34.668,-40.039,0.000,1659355777.371
335,-46.387,-30.273,-27.344,-35.645,0.000,1659355777.374
336,-33.691,-25.879,-24.414,-30.762,0.000,1659355777.380
337,-32.227,-35.645,-26.855,-32.227,0.000,1659355777.384
338,-38.574,-42.480,-32.715,-36.621,0.000,1659355777.387
339,-34.668,-38.086,-38.574,-56.152,0.000,1659355777.391
340,-26.367,-32.227,-36.621,-49.805,0.000,1659355777.395
341,-42.480,-38.086,-37.109,-48.828,0.000,1659355777.398
342,-47.852,-48.340,-37.598,-48.828,0.000,1659355777.402
343,-47.363,-36.621,-38.574,-37.109,0.000,1659355777.406
344,-51.270,-27.344,-40.039,-41.504,0.000,1659355777.410
345,-42.969,-34.180,-41.992,-38.086,0.000,1659355777.413
346,-42.969,-38.574,-47.852,-38.086,0.000,1659355777.417
347,-40.039,-34.180,-46.387,-42.969,0.000,1659355777.421
348,-29.785,-32.227,-38.086,-30.273,0.000,1659355777.427
349,-24.902,-38.086,-36.133,-22.461,0.000,1659355777.431
350,-21.484,-38.086,-34.668,-31.250,0.000,1659355777.435
351,-34.180,-35.645,-39.551,-38.574,0.000,1659355777.438
352,-33.691,-33.691,-35.645,-31.250,0.000,1659355777.442
353,-20.020,-31.738,-27.832,-21.973,0.000,1659355777.446
354,-24.414,-37.109,-34.668,-23.926,0.000,1659355777.449
355,-39.062,-41.992,-43.945,-41.992,0.000,1659355777.453
356,-49.316,-39.062,-41.016,-56.152,0.000,1659355777.457
357,-37.109,-33.691,-35.156,-33.691,0.000,1659355777.461
358,-27.344,-37.598,-41.016,-19.531,0.000,1659355777.464
359,-31.738,-38.086,-41.992,-23.438,0.000,1659355777.468
360,-35.645,-41.992,-40.527,-26.367,0.000,1659355777.474
361,-35.156,-37.109,-42.480,-29.785,0.000,1659355777.478
362,-31.250,-34.668,-41.504,-28.809,0.000,1659355777.482
363,-26.855,-41.016,-36.133,-40.039,0.000,1659355777.485
364,-22.461,-39.551,-35.645,-37.109,0.000,1659355777.489
365,-33.691,-39.551,-37.109,-24.902,0.000,1659355777.493
366,-42.969,-37.109,-36.621,-32.715,0.000,1659355777.497
367,-37.109,-32.715,-36.621,-37.109,0.000,1659355777.500
368,-26.855,-34.668,-35.645,-31.250,0.000,1659355777.504
369,-29.297,-36.133,-35.156,-17.090,0.000,1659355777.508
370,-35.156,-32.715,-36.621,-16.602,0.000,1659355777.511
371,-21.973,-36.133,-41.504,-31.738,0.000,1659355777.515
372,-12.695,-43.945,-43.457,-33.691,0.000,1659355777.521
373,-24.902,-45.898,-39.551,-20.996,0.000,1659355777.525
374,-43.945,-39.062,-35.645,-31.738,0.000,1659355777.529
375,-36.133,-37.598,-40.527,-40.039,0.000,1659355777.533
376,-29.297,-41.016,-41.504,-27.832,0.000,1659355777.536
377,-35.645,-44.922,-36.133,-33.203,0.000,1659355777.540
378,-33.691,-41.016,-31.250,-31.250,0.000,1659355777.544
379,-23.438,-35.645,-33.691,-24.902,0.000,1659355777.547
380,-20.508,-42.969,-35.645,-22.461,0.000,1659355777.551
381,-24.902,-44.922,-36.133,-14.160,0.000,1659355777.555
382,-27.832,-35.645,-36.621,-20.508,0.000,1659355777.559
383,-20.020,-29.297,-31.738,-26.855,0.000,1659355777.562
384,-9.766,-33.691,-30.273,-22.949,0.000,1659355777.568
385,-30.273,-39.062,-33.691,-27.832,0.000,1659355777.572
386,-42.969,-37.109,-36.621,-29.297,0.000,1659355777.576
387,-30.273,-36.133,-34.668,-33.203,0.000,1659355777.580
388,-31.738,-31.738,-29.785,-26.855,0.000,1659355777.583
389,-25.879,-39.551,-27.344,-22.949,0.000,1659355777.587
390,-26.367,-43.945,-29.297,-31.738,0.000,1659355777.591
391,-40.039,-37.598,-30.762,-30.273,0.000,1659355777.594
392,-37.109,-38.086,-29.297,-28.320,0.000,1659355777.598
393,-40.527,-40.527,-29.785,-40.039,0.000,1659355777.602
