timestamps,TP9,AF7,AF8,TP10,Right AUX
1659217166.602,-30.762,-36.621,51.758,6.836,0.0
1659217166.605,2.441,-31.738,52.246,29.785,0.0
1659217166.609,62.5,-32.227,55.664,62.5,0.0
1659217166.613,34.18,-37.109,54.199,42.48,0.0
1659217166.617,-24.414,-40.527,52.734,2.441,0.0
1659217166.621,9.277,-45.41,55.176,19.043,0.0
1659217166.625,63.965,-52.734,59.082,73.73,0.0
1659217166.629,31.738,-54.688,56.152,80.078,0.0
1659217166.632,-45.41,-49.805,55.664,20.02,0.0
1659217166.636,-31.738,-53.223,55.176,-17.09,0.0
1659217166.641,26.367,-59.57,55.176,-3.906,0.0
1659217166.645,46.387,-56.152,63.477,34.668,0.0
1659217166.649,0.488,-53.711,63.965,1.953,0.0
1659217166.652,-21.973,-52.734,64.941,-17.578,0.0
1659217166.656,13.672,-55.176,69.824,12.207,0.0
1659217166.66,38.574,-60.547,65.43,14.16,0.0
1659217166.664,-20.02,-62.988,62.988,-50.293,0.0
1659217166.668,-78.613,-65.918,65.43,-82.52,0.0
1659217166.672,-43.457,-68.848,64.453,-43.945,0.0
1659217166.675,2.441,-65.918,62.5,-27.344,0.0
1659217166.679,-13.672,-68.359,61.523,-27.344,0.0
1659217166.683,-84.473,-73.73,65.43,-66.406,0.0
1659217166.688,-93.75,-75.195,69.336,-80.078,0.0
1659217166.692,-47.363,-82.52,64.941,-24.902,0.0
1659217166.695,-52.734,-86.426,63.965,-64.941,0.0
1659217166.699,-121.094,-85.938,66.895,-144.043,0.0
1659217166.703,-124.023,-86.914,63.477,-156.25,0.0
1659217166.707,-61.523,-89.844,58.105,-144.531,0.0
1659217166.711,-54.688,-84.473,62.5,-137.207,0.0
1659217166.715,-112.305,-79.59,70.312,-166.016,0.0
1659217166.719,-158.203,-85.449,66.406,-235.352,0.0
1659217166.722,-133.789,-87.891,64.941,-237.793,0.0
1659217166.726,-75.195,-93.75,70.801,-189.941,0.0
1659217166.73,-109.863,-101.074,69.824,-214.844,0.0
1659217166.735,-168.945,-103.027,69.824,-268.555,0.0
1659217166.739,-131.348,-105.469,72.266,-262.207,0.0
1659217166.742,-61.035,-103.516,78.125,-204.59,0.0
1659217166.746,-71.289,-99.121,78.125,-178.711,0.0
1659217166.75,-139.648,-101.562,73.242,-202.148,0.0
1659217166.754,-161.621,-105.957,77.148,-193.359,0.0
1659217166.758,-109.375,-110.352,78.613,-119.141,0.0
1659217166.762,-109.863,-116.211,79.102,-70.801,0.0
1659217166.766,-193.848,-119.141,73.242,-95.215,0.0
1659217166.769,-201.66,-120.117,73.242,-93.75,0.0
1659217166.773,-153.32,-120.117,79.102,-53.223,0.0
1659217166.777,-133.789,-121.582,82.031,-37.109,0.0
1659217166.781,-154.297,-119.141,82.031,-45.898,0.0
1659217166.785,-202.148,-118.164,82.52,-54.688,0.0
1659217166.789,-193.848,-117.188,89.844,5.859,0.0
1659217166.793,-161.133,-116.699,89.355,72.754,0.0
1659217166.797,-193.848,-118.164,82.031,57.129,0.0
1659217166.801,-243.164,-116.699,80.078,28.809,0.0
1659217166.804,-233.398,-121.094,79.59,65.918,0.0
1659217166.808,-192.383,-126.465,79.102,107.422,0.0
1659217166.812,-191.406,-122.559,82.031,116.699,0.0
1659217166.816,-225.586,-121.582,83.984,83.496,0.0
1659217166.82,-237.793,-122.559,84.961,56.641,0.0
1659217166.824,-173.828,-120.605,81.543,124.023,0.0
1659217166.828,-120.117,-114.746,79.102,162.109,0.0
1659217166.832,-166.504,-107.91,74.219,128.418,0.0
1659217166.836,-192.871,-113.281,77.148,108.398,0.0
1659217166.84,-137.695,-119.141,81.543,146.484,0.0
1659217166.843,-90.82,-116.699,73.242,212.402,0.0
1659217166.847,-134.277,-123.047,72.266,193.848,0.0
1659217166.851,-165.527,-129.395,76.66,166.992,0.0
1659217166.855,-120.605,-125.977,80.566,209.961,0.0
1659217166.859,-62.012,-120.605,79.102,270.02,0.0
1659217166.863,-66.895,-121.094,78.613,249.023,0.0
1659217166.866,-128.906,-120.117,83.984,185.547,0.0
1659217166.87,-127.93,-115.234,83.496,229.492,0.0
1659217166.875,-54.688,-108.887,80.078,317.871,0.0
1659217166.879,-52.734,-104.98,82.52,308.105,0.0
1659217166.882,-125.977,-105.469,84.473,237.793,0.0
1659217166.886,-122.07,-105.469,81.055,229.004,0.0
1659217166.89,-57.129,-100.586,83.496,270.996,0.0
1659217166.894,-19.531,-98.633,89.355,310.547,0.0
1659217166.898,-78.125,-99.121,85.449,285.156,0.0
1659217166.902,-123.535,-93.262,76.172,248.535,0.0
1659217166.906,-85.938,-87.402,72.754,251.953,0.0
1659217166.909,-37.109,-85.938,76.66,290.039,0.0
1659217166.913,-63.477,-83.008,73.242,270.02,0.0
1659217166.917,-110.84,-80.566,70.312,200.195,0.0
1659217166.922,-80.566,-78.125,69.336,212.402,0.0
1659217166.926,-17.09,-78.125,70.801,286.621,0.0
1659217166.93,-20.02,-73.73,72.754,273.926,0.0
1659217166.933,-90.82,-67.871,72.266,231.445,0.0
1659217166.937,-91.797,-65.43,78.125,243.164,0.0
1659217166.941,-18.066,-66.406,77.637,264.16,0.0
1659217166.945,-4.395,-67.871,73.242,261.23,0.0
1659217166.949,-69.336,-65.43,77.148,231.934,0.0
1659217166.953,-75.195,-63.965,76.66,203.613,0.0
1659217166.957,-15.137,-62.012,74.707,237.305,0.0
1659217166.96,-1.953,-59.57,73.242,300.293,0.0
1659217166.964,-49.316,-62.012,71.777,238.281,0.0
1659217166.969,-90.82,-69.824,71.777,166.992,0.0
1659217166.973,-42.969,-69.336,68.359,195.801,0.0
1659217166.976,23.926,-64.453,65.918,270.996,0.0
1659217166.98,-36.621,-62.988,69.824,254.395,0.0
1659217166.984,-99.609,-61.035,73.242,155.762,0.0
1659217166.988,-65.43,-59.57,69.824,166.992,0.0
1659217166.992,1.465,-63.965,67.871,250.977,0.0
1659217166.996,-0.977,-67.871,61.523,226.562,0.0
1659217167.0,-65.43,-70.801,58.105,170.898,0.0
1659217167.003,-61.523,-70.801,55.664,174.316,0.0
1659217167.007,9.766,-67.871,48.828,203.125,0.0
1659217167.011,21.484,-69.824,43.457,226.074,0.0
1659217167.016,-56.152,-67.383,45.41,179.688,0.0
1659217167.019,-113.281,-65.43,57.617,145.508,0.0
1659217167.023,-57.129,-61.035,60.059,172.363,0.0
1659217167.027,13.672,-62.5,58.594,228.516,0.0
1659217167.031,-26.367,-70.312,53.223,208.496,0.0
1659217167.035,-79.102,-70.312,52.734,179.199,0.0
1659217167.039,-67.871,-64.453,57.617,160.645,0.0
1659217167.043,-1.953,-63.477,48.828,166.016,0.0
1659217167.046,-7.812,-64.941,48.828,185.059,0.0
1659217167.05,-76.172,-59.082,51.27,134.277,0.0
1659217167.054,-56.641,-52.734,47.363,124.023,0.0
1659217167.058,-0.488,-55.664,48.828,187.012,0.0
1659217167.062,0.977,-55.176,52.734,202.148,0.0
1659217167.066,-44.434,-50.781,46.387,127.441,0.0
1659217167.07,-60.547,-50.293,39.551,113.281,0.0
1659217167.074,-9.277,-49.316,41.504,161.621,0.0
1659217167.078,-0.488,-44.434,45.898,172.363,0.0
1659217167.082,-53.223,-47.363,42.48,114.258,0.0
1659217167.086,-62.012,-50.781,38.574,93.75,0.0
1659217167.089,-18.066,-49.316,46.387,139.648,0.0
1659217167.093,26.855,-47.363,49.316,174.316,0.0
1659217167.097,-33.203,-41.504,41.504,131.836,0.0
1659217167.101,-83.496,-41.504,43.457,102.539,0.0
1659217167.105,-57.617,-43.457,47.363,127.93,0.0
1659217167.109,-15.137,-43.457,42.48,156.25,0.0
1659217167.113,-6.836,-42.969,40.039,134.277,0.0
1659217167.117,-70.801,-43.945,41.992,66.406,0.0
1659217167.121,-91.309,-47.852,38.574,66.406,0.0
1659217167.125,-33.203,-47.363,33.203,124.023,0.0
1659217167.129,-15.625,-46.387,36.621,148.926,0.0
1659217167.133,-68.848,-43.457,40.527,103.027,0.0
1659217167.136,-102.051,-38.574,35.645,63.965,0.0
1659217167.14,-43.945,-42.48,29.297,83.984,0.0
1659217167.144,-14.16,-43.457,35.645,104.492,0.0
1659217167.148,-93.75,-41.992,41.016,91.309,0.0
1659217167.152,-128.418,-44.922,39.551,59.082,0.0
1659217167.156,-71.289,-42.48,39.551,86.426,0.0
1659217167.16,-11.719,-41.504,41.016,132.324,0.0
1659217167.164,-53.711,-43.945,40.527,92.285,0.0
1659217167.168,-117.676,-43.945,37.109,70.312,0.0
1659217167.171,-94.727,-45.41,38.086,72.754,0.0
1659217167.175,-16.602,-45.41,37.109,100.098,0.0
1659217167.179,-14.648,-44.434,33.203,125.977,0.0
1659217167.183,-84.473,-42.48,28.32,71.289,0.0
1659217167.187,-101.074,-46.387,26.367,45.898,0.0
1659217167.191,-35.645,-57.617,20.02,133.301,0.0
1659217167.195,9.277,-59.57,14.16,174.316,0.0
1659217167.198,-87.402,-45.898,24.414,78.613,0.0
1659217167.203,-153.32,-48.828,28.809,30.273,0.0
1659217167.207,-81.055,-57.129,20.508,91.797,0.0
1659217167.21,-36.133,-56.152,11.23,118.652,0.0
1659217167.214,-111.816,-59.082,7.812,78.125,0.0
1659217167.218,-150.879,-53.711,11.23,47.852,0.0
1659217167.222,-97.168,-47.852,18.555,58.594,0.0
1659217167.226,-41.016,-52.734,18.555,103.516,0.0
1659217167.23,-82.031,-54.688,11.23,64.453,0.0
1659217167.234,-146.973,-51.27,7.324,17.578,0.0
1659217167.237,-124.512,-53.711,9.766,55.664,0.0
1659217167.241,-56.641,-50.781,11.719,93.262,0.0
1659217167.245,-52.246,-43.457,8.301,87.891,0.0
1659217167.249,-125.977,-44.922,10.742,52.246,0.0
1659217167.253,-125.0,-42.969,20.02,60.059,0.0
1659217167.257,-49.316,-42.48,21.973,93.262,0.0
1659217167.261,-45.898,-42.969,20.508,115.234,0.0
1659217167.265,-115.723,-41.504,20.02,62.988,0.0
1659217167.269,-134.766,-41.992,18.066,27.832,0.0
1659217167.273,-96.68,-37.109,16.602,71.289,0.0
1659217167.276,-49.805,-32.715,16.602,91.797,0.0
1659217167.28,-87.891,-25.879,22.949,62.988,0.0
1659217167.284,-133.301,-24.414,20.02,41.016,0.0
1659217167.288,-106.934,-30.273,15.137,73.242,0.0
1659217167.292,-52.246,-30.273,14.648,110.84,0.0
1659217167.297,-73.242,-33.203,15.137,86.426,0.0
1659217167.3,-128.906,-34.18,16.602,59.57,0.0
1659217167.304,-101.562,-35.645,7.324,47.852,0.0
1659217167.308,-43.457,-38.574,2.93,74.707,0.0
1659217167.312,-40.039,-35.156,12.207,98.633,0.0
1659217167.316,-89.844,-35.156,16.113,33.691,0.0
1659217167.32,-120.117,-38.086,10.254,17.09,0.0
1659217167.324,-76.172,-38.574,13.672,72.266,0.0
1659217167.327,-32.227,-34.668,21.484,106.445,0.0
1659217167.331,-72.754,-33.203,18.066,63.965,0.0
1659217167.335,-97.168,-31.25,12.207,26.367,0.0
1659217167.339,-51.758,-27.344,13.672,67.383,0.0
1659217167.344,-6.836,-25.391,13.672,126.465,0.0
1659217167.347,-45.41,-26.855,13.184,91.309,0.0
1659217167.351,-98.145,-31.738,10.254,10.742,0.0
1659217167.355,-74.219,-35.156,11.23,17.09,0.0
1659217167.359,-20.996,-36.133,15.625,68.359,0.0
1659217167.363,-38.574,-38.574,14.16,61.035,0.0
1659217167.367,-92.773,-38.086,9.766,15.625,0.0
1659217167.371,-76.66,-29.785,11.719,32.715,0.0
1659217167.374,0.977,-25.879,16.602,90.332,0.0
1659217167.378,11.23,-27.344,14.16,91.797,0.0
1659217167.382,-61.035,-20.996,15.625,30.273,0.0
1659217167.386,-78.613,-17.09,20.508,17.578,0.0
1659217167.39,-37.598,-25.391,20.508,57.617,0.0
1659217167.394,-7.324,-26.367,17.09,89.844,0.0
1659217167.398,-46.875,-20.02,15.625,44.922,0.0
1659217167.402,-81.055,-19.531,15.625,-7.812,0.0
1659217167.406,-28.32,-20.996,22.461,17.09,0.0
1659217167.41,35.156,-20.02,26.855,82.031,0.0
1659217167.414,1.465,-14.16,24.414,58.594,0.0
1659217167.417,-62.988,-20.508,26.367,11.719,0.0
1659217167.421,-62.5,-32.227,26.367,46.875,0.0
1659217167.425,-0.488,-33.203,25.879,89.355,0.0
1659217167.429,1.953,-26.855,23.926,51.758,0.0
1659217167.433,-59.082,-22.949,26.367,-8.789,0.0
1659217167.437,-43.457,-20.02,29.785,4.883,0.0
1659217167.441,0.0,-20.508,27.344,71.777,0.0
1659217167.445,6.836,-25.879,25.879,82.52,0.0
1659217167.449,-41.504,-25.391,25.879,17.578,0.0
1659217167.453,-67.871,-25.879,22.949,3.418,0.0
1659217167.457,-17.09,-26.855,22.949,48.34,0.0
1659217167.461,24.414,-24.902,16.113,75.195,0.0
1659217167.464,-12.695,-30.762,12.207,61.523,0.0
1659217167.468,-58.105,-30.762,14.648,35.645,0.0
1659217167.472,-31.25,-25.391,10.742,26.367,0.0
1659217167.476,34.18,-29.297,10.254,72.754,0.0
1659217167.48,-16.113,-33.203,13.184,50.293,0.0
1659217167.484,0.0,-34.668,13.672,-22.949,0.0
1659217167.488,0.0,-39.062,11.719,11.719,0.0
1659217167.492,0.0,-43.457,14.16,80.078,0.0
1659217167.496,0.0,-40.527,14.16,37.109,0.0
1659217167.5,0.0,-36.133,12.695,-9.277,0.0
1659217167.504,0.0,-37.598,12.207,6.348,0.0
1659217167.508,0.0,-34.668,11.23,38.086,0.0
1659217167.511,0.0,-32.715,10.742,64.941,0.0
1659217167.515,0.0,-32.227,8.301,12.207,0.0
1659217167.519,0.0,-32.227,6.348,-30.273,0.0
1659217167.523,0.0,-41.016,5.859,18.066,0.0
1659217167.527,0.0,-40.527,9.766,71.289,0.0
1659217167.531,6.348,-36.621,15.625,70.801,0.0
1659217167.535,-28.32,-32.227,20.996,31.25,0.0
1659217167.539,12.695,-29.785,20.508,7.812,0.0
1659217167.543,44.434,-35.156,13.184,43.945,0.0
1659217167.547,23.926,-37.109,10.254,41.992,0.0
1659217167.55,-21.484,-38.574,11.23,23.438,0.0
1659217167.554,-7.324,-46.387,13.184,41.992,0.0
1659217167.558,45.898,-49.316,9.766,66.895,0.0
1659217167.562,32.715,-46.387,3.418,54.688,0.0
1659217167.566,-25.391,-46.387,5.371,33.203,0.0
1659217167.57,-26.855,-45.898,5.859,25.391,0.0
1659217167.574,31.738,-50.293,7.812,51.27,0.0
1659217167.578,58.594,-52.246,9.766,96.68,0.0
1659217167.582,4.883,-53.223,8.789,37.109,0.0
1659217167.586,-32.715,-53.711,11.719,-17.09,0.0
1659217167.589,7.812,-52.246,12.695,24.414,0.0
1659217167.593,60.059,-59.57,12.207,73.73,0.0
1659217167.597,20.02,-65.918,12.207,50.293,0.0
1659217167.601,-35.645,-62.5,16.113,36.133,0.0
1659217167.605,8.789,-59.082,2.93,67.871,0.0
1659217167.609,98.633,-61.035,1.465,95.215,0.0
1659217167.613,70.801,-62.988,23.926,57.129,0.0
1659217167.616,-20.996,-62.012,26.855,-1.953,0.0
1659217167.62,-15.137,-66.895,23.926,11.719,0.0
1659217167.625,59.57,-75.195,32.227,61.035,0.0
1659217167.629,56.152,-81.055,39.551,89.355,0.0
1659217167.632,-11.719,-90.82,44.434,53.223,0.0
1659217167.636,-24.414,-98.633,38.574,5.859,0.0
1659217167.64,37.109,-94.727,32.227,29.297,0.0
1659217167.644,74.707,-96.68,34.668,77.148,0.0
1659217167.648,8.301,-95.215,29.785,48.828,0.0
1659217167.652,-38.086,-87.891,20.508,1.465,0.0
1659217167.655,14.16,-86.914,19.043,29.785,0.0
1659217167.659,75.684,-83.496,20.508,83.984,0.0
1659217167.663,23.438,-83.008,17.09,66.406,0.0
1659217167.667,-34.18,-82.52,13.672,25.879,0.0
1659217167.672,-4.395,-79.102,16.113,39.062,0.0
1659217167.676,49.805,-78.613,16.113,52.734,0.0
1659217167.68,49.805,-76.66,17.578,37.109,0.0
1659217167.683,2.93,-72.754,16.602,-12.207,0.0
1659217167.687,-17.578,-78.613,12.695,-12.695,0.0
1659217167.691,32.715,-83.496,14.648,48.828,0.0
1659217167.695,62.012,-79.59,12.207,55.664,0.0
1659217167.699,0.977,-76.172,5.859,-19.043,0.0
1659217167.703,-21.973,-80.566,2.93,-60.059,0.0
1659217167.706,10.254,-84.961,1.953,3.418,0.0
1659217167.71,54.688,-84.961,0.488,41.016,0.0
1659217167.714,13.184,-80.566,0.0,2.441,0.0
1659217167.719,-31.738,-79.102,4.883,2.93,0.0
1659217167.723,10.254,-75.195,6.836,24.902,0.0
1659217167.727,62.988,-74.707,4.395,52.246,0.0
1659217167.73,31.25,-76.66,2.93,46.875,0.0
1659217167.734,-16.602,-76.66,2.93,5.859,0.0
1659217167.738,0.977,-78.613,1.953,15.625,0.0
1659217167.742,46.875,-75.684,4.883,84.473,0.0
1659217167.746,51.758,-71.289,3.906,62.988,0.0
1659217167.75,-0.977,-72.754,8.301,10.254,0.0
1659217167.754,-18.555,-74.219,7.812,20.508,0.0
1659217167.757,12.207,-76.66,0.0,44.922,0.0
1659217167.761,54.199,-73.73,2.93,50.781,0.0
1659217167.766,15.625,-68.848,2.93,-2.441,0.0
1659217167.77,-36.621,-70.801,1.953,-22.461,0.0
1659217167.774,-1.465,-72.266,4.395,38.574,0.0
1659217167.778,53.711,-71.289,13.184,74.707,0.0
1659217167.781,9.766,-73.73,9.766,11.719,0.0
1659217167.785,-46.875,-76.66,2.441,-27.344,0.0
1659217167.789,-12.207,-74.707,4.883,15.137,0.0
1659217167.793,41.504,-74.219,2.441,75.195,0.0
1659217167.797,32.227,-76.66,1.953,51.27,0.0
1659217167.801,-29.297,-78.613,-2.441,-28.809,0.0
1659217167.805,-40.527,-76.66,-5.371,-30.762,0.0
1659217167.808,24.902,-75.684,-2.93,28.809,0.0
1659217167.813,49.805,-75.684,-3.418,53.223,0.0
1659217167.817,-26.367,-73.242,-8.789,26.367,0.0
1659217167.821,-44.434,-80.078,-11.23,-14.16,0.0
1659217167.825,17.578,-82.031,-4.883,11.23,0.0
1659217167.828,43.945,-79.102,-5.859,66.895,0.0
1659217167.832,2.441,-82.031,-6.348,12.207,0.0
1659217167.836,-34.668,-80.078,-6.836,-33.203,0.0
1659217167.84,5.859,-82.52,-8.789,30.762,0.0
1659217167.844,45.41,-84.961,-8.789,83.984,0.0
1659217167.848,11.719,-78.613,-8.301,50.781,0.0
1659217167.852,-24.902,-78.613,-12.695,-6.348,0.0
1659217167.855,6.836,-81.055,-18.555,-22.949,0.0
1659217167.86,66.895,-85.449,-14.648,29.785,0.0
1659217167.864,50.781,-86.426,-14.16,41.016,0.0
1659217167.868,-18.066,-83.008,-13.672,-4.883,0.0
1659217167.871,-12.695,-79.102,-12.695,12.207,0.0
1659217167.875,38.574,-81.543,-11.23,75.195,0.0
1659217167.879,47.852,-83.008,-8.789,44.922,0.0
1659217167.883,-0.488,-80.566,-8.789,-28.32,0.0
1659217167.887,-23.926,-87.402,-8.789,-10.742,0.0
1659217167.891,22.949,-94.238,-12.695,50.293,0.0
1659217167.895,60.547,-94.727,-14.16,79.102,0.0
1659217167.898,13.672,-94.727,-16.113,18.066,0.0
1659217167.902,-40.039,-96.68,-12.695,-32.227,0.0
1659217167.907,-3.418,-96.191,-6.348,19.043,0.0
1659217167.911,50.293,-92.285,-6.836,86.426,0.0
1659217167.915,13.184,-94.238,-0.977,18.066,0.0
1659217167.918,-34.668,-99.121,-3.418,-40.039,0.0
1659217167.922,-14.16,-102.539,-8.301,-2.93,0.0
1659217167.926,40.527,-104.98,-4.883,41.504,0.0
1659217167.93,41.016,-104.492,-5.371,59.57,0.0
1659217167.934,-24.414,-103.516,-10.254,13.184,0.0
1659217167.938,-32.715,-99.609,-11.23,9.277,0.0
1659217167.942,27.832,-99.609,-7.324,43.457,0.0
1659217167.945,13.672,-100.586,-8.789,18.555,0.0
1659217167.949,-52.246,-104.492,-9.766,-17.09,0.0
1659217167.954,-66.406,-105.957,-14.16,-32.227,0.0
1659217167.958,-34.668,-107.422,-19.043,8.789,0.0
1659217167.961,15.625,-102.051,-15.137,64.453,0.0
1659217167.965,-17.09,-99.121,-18.066,20.508,0.0
1659217167.969,-58.594,-102.539,-19.531,-28.809,0.0
1659217167.973,-36.621,-99.609,-15.137,-2.93,0.0
1659217167.977,15.137,-100.098,-9.766,65.43,0.0
1659217167.981,6.348,-96.68,-12.207,45.898,0.0
1659217167.985,-48.828,-93.75,-20.996,-22.949,0.0
1659217167.988,-34.18,-94.238,-14.648,-38.086,0.0
1659217167.992,22.949,-93.262,-10.254,34.668,0.0
1659217167.996,29.785,-88.379,-14.16,41.992,0.0
1659217168.001,-23.438,-87.402,-14.16,-32.715,0.0
1659217168.004,-16.113,-92.285,-6.348,-29.785,0.0
1659217168.008,31.738,-99.121,-5.859,4.395,0.0
1659217168.012,24.902,-101.074,-10.742,81.055,0.0
1659217168.016,-16.602,-97.168,-12.207,34.18,0.0
1659217168.02,-26.855,-93.75,-8.789,-46.387,0.0
1659217168.024,0.977,-93.75,-11.23,-0.488,0.0
1659217168.028,22.461,-94.238,-13.672,57.129,0.0
1659217168.031,-19.043,-94.238,-12.695,16.602,0.0
1659217168.035,-50.293,-91.797,-13.672,-19.531,0.0
1659217168.039,-12.207,-91.309,-9.766,-8.789,0.0
1659217168.043,29.297,-99.121,-5.859,44.434,0.0
1659217168.048,8.789,-99.609,-2.93,43.457,0.0
1659217168.052,-42.969,-102.051,-0.977,-41.504,0.0
1659217168.055,-41.504,-105.957,-2.441,-33.691,0.0
1659217168.059,4.883,-106.445,-6.348,0.977,0.0
1659217168.063,20.508,-100.098,-6.348,40.039,0.0
1659217168.067,-19.531,-93.262,-2.441,16.602,0.0
1659217168.071,-33.203,-97.656,-3.906,-23.438,0.0
1659217168.075,7.812,-95.215,-2.441,6.348,0.0
1659217168.079,22.949,-92.285,2.441,43.945,0.0
1659217168.082,-34.668,-95.215,-0.977,7.812,0.0
1659217168.086,-67.383,-95.215,-9.766,-32.715,0.0
1659217168.09,-21.484,-106.445,-6.836,18.555,0.0
1659217168.095,60.547,-100.098,-5.859,94.238,0.0
1659217168.099,9.766,-67.871,-12.207,43.945,0.0
1659217168.102,-73.242,-61.035,-12.207,-59.082,0.0
1659217168.106,-59.082,-62.988,-7.812,-63.477,0.0
1659217168.11,-19.043,-57.617,-5.371,-16.602,0.0
1659217168.114,-41.504,-57.129,-5.859,3.906,0.0
1659217168.118,-106.934,-54.199,-15.137,-53.223,0.0
1659217168.122,-107.422,-46.387,-17.578,-41.504,0.0
1659217168.126,-56.641,-33.203,-12.695,-31.25,0.0
1659217168.129,-30.273,-22.461,-13.184,-72.754,0.0
1659217168.133,-86.426,-21.484,-21.484,-103.027,0.0
1659217168.137,-115.234,-21.484,-26.855,-124.512,0.0
1659217168.142,-44.922,-30.273,-20.508,-52.734,0.0
1659217168.146,-7.324,-34.668,-22.949,-10.254,0.0
1659217168.149,-60.059,-36.133,-28.32,-39.551,0.0
1659217168.153,-85.449,-44.922,-19.531,-86.914,0.0
1659217168.157,-47.363,-49.316,-17.09,-71.777,0.0
1659217168.161,-8.301,-51.758,-20.02,-17.09,0.0
1659217168.165,-23.438,-55.176,-23.926,-36.133,0.0
1659217168.169,-62.5,-59.57,-27.344,-48.34,0.0
1659217168.173,-41.016,-59.082,-21.484,-8.789,0.0
1659217168.177,8.789,-59.57,-20.02,28.809,0.0
1659217168.18,2.441,-60.059,-24.414,-0.488,0.0
1659217168.184,-36.133,-62.5,-20.02,-52.734,0.0
1659217168.189,-21.973,-64.453,-18.066,-28.32,0.0
1659217168.193,21.484,-66.895,-16.113,4.395,0.0
1659217168.196,15.625,-70.801,-12.207,22.949,0.0
1659217168.2,-38.086,-70.312,-18.066,-6.348,0.0
1659217168.204,-56.641,-65.918,-17.09,-50.293,0.0
1659217168.208,-16.602,-64.941,-11.23,4.883,0.0
1659217168.212,37.598,-68.359,-16.602,62.5,0.0
1659217168.216,0.977,-72.754,-20.508,-1.953,0.0
1659217168.22,-48.34,-74.219,-18.066,-33.691,0.0
1659217168.224,-15.137,-71.777,-18.555,-16.602,0.0
1659217168.227,38.574,-70.801,-9.277,47.363,0.0
1659217168.231,17.09,-62.5,-5.859,44.434,0.0
1659217168.236,-40.039,-61.035,-7.812,-34.18,0.0
1659217168.24,-18.066,-66.895,-6.836,-20.508,0.0
1659217168.243,48.34,-70.312,-0.977,33.203,0.0
1659217168.247,26.855,-70.312,-1.953,43.457,0.0
1659217168.251,-26.855,-65.43,-6.836,25.391,0.0
1659217168.255,-8.301,-62.5,-2.93,10.742,0.0
1659217168.259,34.18,-62.5,-4.395,3.418,0.0
1659217168.263,38.086,-67.871,-7.812,17.09,0.0
1659217168.267,-15.625,-69.336,-7.812,5.371,0.0
1659217168.27,-54.688,-68.359,-13.184,-19.531,0.0
1659217168.274,7.812,-70.312,-8.789,15.137,0.0
1659217168.278,45.41,-73.73,-1.953,31.738,0.0
1659217168.283,-18.555,-77.148,-10.254,-7.324,0.0
1659217168.286,-49.805,-78.613,-19.043,-14.648,0.0
1659217168.29,-27.344,-79.102,-13.184,-16.602,0.0
1659217168.294,17.09,-80.566,-14.16,21.484,0.0
1659217168.298,21.484,-77.148,-19.043,44.434,0.0
1659217168.302,-41.992,-78.125,-19.043,2.441,0.0
1659217168.306,-29.297,-79.59,-15.137,-11.719,0.0
1659217168.31,24.414,-78.125,-10.742,78.125,0.0
1659217168.314,26.855,-79.59,-13.184,47.363,0.0
1659217168.317,-30.273,-79.102,-15.625,-64.453,0.0
1659217168.321,-57.129,-77.637,-12.695,-36.621,0.0
1659217168.325,-1.953,-78.613,-8.301,22.949,0.0
1659217168.33,25.391,-75.684,-7.812,49.805,0.0
1659217168.334,-25.391,-69.824,-9.766,10.742,0.0
1659217168.338,-42.48,-74.707,-13.672,3.906,0.0
1659217168.341,-10.742,-80.078,-15.625,13.184,0.0
1659217168.345,41.992,-82.52,-13.672,3.418,0.0
1659217168.349,13.672,-85.449,-14.16,-13.184,0.0
1659217168.353,-26.367,-85.938,-17.578,-7.812,0.0
1659217168.357,5.371,-84.473,-15.137,3.418,0.0
1659217168.361,17.578,-86.426,-6.836,6.348,0.0
1659217168.365,20.508,-86.914,-10.254,48.34,0.0
1659217168.368,-19.531,-89.844,-13.184,-19.043,0.0
1659217168.372,-48.828,-93.262,-13.672,-62.988,0.0
1659217168.377,-1.953,-85.938,-14.648,9.766,0.0
1659217168.38,33.691,-85.449,-8.301,39.551,0.0
1659217168.384,-3.418,-90.82,-10.742,3.418,0.0
1659217168.388,-31.25,-86.914,-14.648,-15.137,0.0
1659217168.392,-6.836,-83.496,-9.277,33.203,0.0
1659217168.396,28.809,-88.379,-10.742,66.895,0.0
1659217168.4,-7.324,-84.961,-15.137,-0.488,0.0
1659217168.404,-48.828,-77.637,-13.672,-52.246,0.0
1659217168.408,-22.949,-84.961,-8.789,-29.297,0.0
1659217168.411,35.156,-87.891,-8.301,23.438,0.0
1659217168.415,10.742,-88.379,-13.184,57.617,0.0
1659217168.419,-51.27,-92.773,-16.602,16.113,0.0
1659217168.424,-55.664,-93.75,-16.602,-15.137,0.0
1659217168.428,-7.812,-94.727,-14.16,38.086,0.0
1659217168.431,0.977,-95.215,-14.648,37.109,0.0
1659217168.435,-54.688,-89.355,-19.531,-11.719,0.0
1659217168.439,-54.199,-79.59,-19.531,3.906,0.0
1659217168.443,-3.418,-79.59,-14.16,57.617,0.0
1659217168.447,28.809,-81.543,-10.742,55.176,0.0
1659217168.451,-21.484,-81.543,-9.277,10.254,0.0
1659217168.455,-52.246,-86.914,-9.277,-2.93,0.0
1659217168.458,-6.348,-88.379,-10.742,37.598,0.0
1659217168.462,25.391,-86.426,-12.207,73.73,0.0
