,timestamps,TP9,AF7,AF8,TP10,Right AUX
3717,1659217175.917,-54.199,-72.754,-51.758,-42.969,0.0
3718,1659217175.921,-30.762,-71.289,-48.828,-20.996,0.0
3719,1659217175.925,-48.34,-66.406,-46.875,-46.875,0.0
3720,1659217175.929,-78.613,-61.035,-43.945,-77.637,0.0
3721,1659217175.933,-57.129,-60.547,-40.527,-46.387,0.0
3722,1659217175.937,-11.23,-62.012,-41.992,2.93,0.0
3723,1659217175.941,-22.461,-62.5,-45.41,9.766,0.0
3724,1659217175.945,-61.035,-62.5,-51.27,-34.668,0.0
3725,1659217175.949,-80.566,-67.383,-54.688,-76.172,0.0
3726,1659217175.953,-66.895,-67.871,-55.176,-56.641,0.0
3727,1659217175.957,-47.363,-64.941,-55.176,-12.695,0.0
3728,1659217175.96,-73.242,-65.918,-54.199,-41.992,0.0
3729,1659217175.964,-94.727,-68.848,-56.641,-92.285,0.0
3730,1659217175.968,-71.289,-71.289,-60.059,-66.406,0.0
3731,1659217175.972,-20.508,-69.336,-59.082,-23.926,0.0
3732,1659217175.976,-41.504,-65.918,-55.176,-24.414,0.0
3733,1659217175.98,-90.82,-67.383,-59.082,-64.453,0.0
3734,1659217175.984,-70.801,-69.336,-64.453,-60.547,0.0
3735,1659217175.988,-43.945,-70.312,-66.895,-13.184,0.0
3736,1659217175.992,-48.828,-68.848,-64.453,-30.762,0.0
3737,1659217175.996,-94.238,-67.871,-65.918,-77.148,0.0
3738,1659217176.0,-107.422,-67.383,-65.918,-92.285,0.0
3739,1659217176.004,-42.48,-66.895,-60.059,-57.129,0.0
3740,1659217176.007,-19.043,-65.43,-58.105,-26.367,0.0
3741,1659217176.011,-85.938,-60.059,-55.176,-39.551,0.0
3742,1659217176.015,-94.727,-52.734,-52.246,-64.453,0.0
3743,1659217176.019,-51.758,-47.852,-54.199,-37.109,0.0
3744,1659217176.023,-24.902,-49.316,-52.734,20.996,0.0
3745,1659217176.027,-52.734,-46.387,-52.246,3.906,0.0
3746,1659217176.031,-93.262,-47.363,-55.176,-82.52,0.0
3747,1659217176.035,-71.777,-54.199,-54.199,-98.145,0.0
3748,1659217176.039,-28.809,-54.688,-59.082,-32.227,0.0
3749,1659217176.043,-42.48,-54.688,-67.383,-48.34,0.0
3750,1659217176.047,-84.961,-59.57,-70.312,-87.402,0.0
3751,1659217176.051,-86.914,-66.895,-69.336,-72.266,0.0
3752,1659217176.054,-45.41,-67.871,-61.523,-18.555,0.0
3753,1659217176.058,-41.992,-67.871,-59.082,-14.16,0.0
3754,1659217176.062,-92.773,-61.035,-62.988,-61.523,0.0
3755,1659217176.066,-111.816,-62.5,-62.012,-106.445,0.0
3756,1659217176.07,-72.266,-68.848,-63.965,-89.844,0.0
3757,1659217176.074,-49.805,-65.918,-65.918,-51.27,0.0
3758,1659217176.078,-71.289,-60.547,-66.406,-69.824,0.0
3759,1659217176.082,-96.191,-56.641,-69.336,-78.125,0.0
3760,1659217176.086,-65.918,-56.641,-69.824,-34.18,0.0
3761,1659217176.09,-18.066,-54.688,-71.289,-15.625,0.0
3762,1659217176.094,-52.734,-54.688,-66.895,-53.223,0.0
3763,1659217176.097,-85.938,-55.176,-65.918,-77.637,0.0
3764,1659217176.101,-61.523,-62.012,-69.336,-79.102,0.0
3765,1659217176.105,-33.203,-57.129,-68.848,-36.133,0.0
3766,1659217176.109,-38.086,-53.711,-65.918,-57.617,0.0
3767,1659217176.113,-73.73,-53.223,-64.941,-91.309,0.0
3768,1659217176.117,-71.289,-48.828,-64.941,-71.777,0.0
3769,1659217176.121,-32.227,-50.293,-63.965,-42.969,0.0
3770,1659217176.125,-19.531,-52.734,-62.988,-38.574,0.0
3771,1659217176.129,-61.035,-54.688,-66.895,-83.984,0.0
3772,1659217176.133,-83.008,-55.664,-66.895,-62.988,0.0
3773,1659217176.137,-33.691,-57.617,-66.895,-21.973,0.0
3774,1659217176.14,-13.184,-58.594,-68.848,-41.504,0.0
3775,1659217176.144,-67.383,-58.594,-63.965,-64.941,0.0
3776,1659217176.148,-103.516,-59.57,-66.406,-84.473,0.0
3777,1659217176.152,-61.523,-61.035,-66.406,-59.57,0.0
3778,1659217176.156,-14.648,-63.965,-56.641,-20.996,0.0
3779,1659217176.16,-46.875,-69.336,-56.152,-60.547,0.0
3780,1659217176.164,-79.59,-67.383,-60.547,-70.801,0.0
3781,1659217176.168,-51.758,-59.57,-57.129,-42.969,0.0
3782,1659217176.172,2.441,-59.082,-53.223,-12.695,0.0
3783,1659217176.176,-3.906,-61.035,-55.664,-6.836,0.0
3784,1659217176.18,-66.895,-60.547,-58.105,-40.527,0.0
3785,1659217176.183,-77.637,-61.523,-56.152,-39.551,0.0
3786,1659217176.187,-17.578,-61.035,-54.688,-19.043,0.0
3787,1659217176.191,-6.348,-61.035,-54.199,-42.48,0.0
3788,1659217176.195,-50.293,-61.035,-57.129,-68.848,0.0
3789,1659217176.199,-66.895,-59.57,-56.641,-64.941,0.0
3790,1659217176.203,-29.297,-60.547,-54.688,-13.672,0.0
3791,1659217176.207,-15.625,-62.012,-57.617,1.465,0.0
3792,1659217176.211,-72.266,-61.035,-61.523,-35.645,0.0
3793,1659217176.215,-80.566,-59.082,-61.035,-43.945,0.0
3794,1659217176.219,-50.293,-59.57,-55.664,-29.297,0.0
3795,1659217176.222,-20.508,-61.523,-58.594,-21.484,0.0
3796,1659217176.226,-34.668,-58.594,-57.129,-46.875,0.0
3797,1659217176.23,-74.707,-55.664,-50.781,-62.012,0.0
3798,1659217176.234,-42.969,-59.082,-59.57,-35.645,0.0
3799,1659217176.238,12.207,-64.453,-71.777,32.715,0.0
3800,1659217176.242,-24.414,-67.871,-62.988,-2.93,0.0
3801,1659217176.246,-93.262,-69.824,-51.27,-80.566,0.0
3802,1659217176.25,-90.82,-74.219,-47.363,-42.969,0.0
3803,1659217176.254,-32.227,-79.102,-48.34,-9.277,0.0
3804,1659217176.258,-30.762,-83.008,-52.246,-35.645,0.0
3805,1659217176.262,-83.496,-91.309,-48.828,-65.918,0.0
3806,1659217176.265,-91.797,-89.844,-46.875,-95.215,0.0
3807,1659217176.269,-64.453,-90.82,-49.316,-50.781,0.0
3808,1659217176.273,-35.645,-102.051,-49.805,0.977,0.0
3809,1659217176.277,-65.918,-103.516,-49.805,-50.781,0.0
3810,1659217176.281,-95.703,-95.703,-52.734,-86.914,0.0
3811,1659217176.285,-71.777,-93.262,-52.734,-90.82,0.0
3812,1659217176.289,-29.297,-98.145,-48.828,-51.27,0.0
3813,1659217176.293,-46.875,-94.727,-46.387,-48.828,0.0
3814,1659217176.297,-83.984,-96.68,-52.734,-62.012,0.0
3815,1659217176.3,-75.195,-97.168,-57.129,-55.176,0.0
3816,1659217176.304,-36.133,-93.262,-59.57,-46.875,0.0
3817,1659217176.308,-29.785,-93.75,-62.012,-42.48,0.0
3818,1659217176.312,-68.848,-89.844,-60.059,-85.938,0.0
3819,1659217176.316,-79.102,-88.379,-60.059,-86.426,0.0
3820,1659217176.32,-31.738,-92.773,-58.594,-53.711,0.0
3821,1659217176.324,-3.906,-98.633,-59.082,-45.41,0.0
3822,1659217176.328,-54.688,-99.121,-64.941,-69.336,0.0
3823,1659217176.332,-85.938,-96.191,-63.965,-88.867,0.0
3824,1659217176.336,-47.852,-99.121,-57.617,-34.18,0.0
3825,1659217176.339,-27.832,-101.562,-53.223,0.977,0.0
3826,1659217176.343,-74.219,-99.121,-54.199,-39.062,0.0
3827,1659217176.347,-95.703,-99.121,-55.664,-80.566,0.0
3828,1659217176.351,-71.777,-100.586,-52.246,-89.844,0.0
3829,1659217176.355,-35.156,-98.145,-48.828,-45.41,0.0
3830,1659217176.359,-63.965,-95.703,-50.781,-37.109,0.0
3831,1659217176.363,-98.145,-95.703,-54.688,-81.055,0.0
3832,1659217176.367,-86.426,-101.074,-51.27,-64.453,0.0
3833,1659217176.371,-56.152,-103.516,-48.34,-29.785,0.0
3834,1659217176.375,-55.176,-102.051,-50.293,-49.805,0.0
3835,1659217176.379,-102.539,-93.75,-46.875,-95.215,0.0
3836,1659217176.383,-98.145,-92.285,-43.945,-89.844,0.0
3837,1659217176.386,-49.805,-96.191,-43.945,-40.527,0.0
3838,1659217176.39,-40.039,-91.309,-45.898,-38.574,0.0
3839,1659217176.394,-84.473,-86.426,-51.27,-87.402,0.0
3840,1659217176.398,-102.539,-85.938,-50.293,-98.633,0.0
3841,1659217176.402,-72.754,-91.309,-51.27,-58.105,0.0
3842,1659217176.406,-25.391,-91.797,-57.129,-31.25,0.0
3843,1659217176.41,-56.641,-91.797,-54.688,-61.035,0.0
3844,1659217176.414,-113.281,-96.191,-55.176,-81.055,0.0
3845,1659217176.418,-87.891,-97.656,-56.641,-70.312,0.0
3846,1659217176.422,-39.062,-96.68,-52.734,-45.898,0.0
3847,1659217176.426,-50.781,-98.633,-54.199,-45.41,0.0
3848,1659217176.429,-82.031,-104.004,-59.57,-77.637,0.0
3849,1659217176.433,-80.078,-108.398,-59.57,-78.613,0.0
3850,1659217176.437,-47.852,-105.957,-59.082,-30.762,0.0
3851,1659217176.441,-38.086,-102.539,-60.547,-42.969,0.0
3852,1659217176.445,-90.332,-100.586,-58.105,-83.496,0.0
3853,1659217176.449,-102.051,-92.773,-56.641,-88.379,0.0
3854,1659217176.453,-72.266,-95.215,-59.082,-113.77,0.0
3855,1659217176.457,-42.48,-98.633,-56.152,-67.871,0.0
3856,1659217176.461,-99.121,-96.191,-54.199,-81.543,0.0
3857,1659217176.465,-136.719,-94.238,-49.805,-112.305,0.0
3858,1659217176.469,-85.449,-96.191,-53.223,-79.102,0.0
3859,1659217176.472,-30.273,-94.727,-55.176,-52.246,0.0
3860,1659217176.476,-38.086,-90.332,-52.246,-63.965,0.0
3861,1659217176.48,-83.008,-88.867,-59.57,-85.449,0.0
3862,1659217176.484,-63.477,-93.75,-62.5,-67.871,0.0
3863,1659217176.488,-28.32,-96.68,-62.012,-30.762,0.0
3864,1659217176.492,-55.176,-90.82,-61.523,-53.711,0.0
3865,1659217176.496,-109.375,-86.426,-62.5,-74.219,0.0
3866,1659217176.5,-104.98,-91.309,-59.57,-49.805,0.0
3867,1659217176.504,-60.059,-90.82,-56.641,-51.27,0.0
3868,1659217176.508,-40.039,-90.332,-57.617,-39.551,0.0
3869,1659217176.512,-91.797,-93.262,-59.57,-68.359,0.0
3870,1659217176.515,-102.539,-91.309,-64.453,-101.074,0.0
3871,1659217176.519,-36.133,-87.891,-64.941,-67.383,0.0
3872,1659217176.523,-19.043,-85.449,-66.895,-17.578,0.0
3873,1659217176.527,-75.684,-81.055,-69.336,-46.875,0.0
3874,1659217176.531,-103.516,-78.613,-66.406,-88.867,0.0
3875,1659217176.535,-55.176,-76.66,-68.848,-69.336,0.0
3876,1659217176.539,-19.531,-76.172,-64.453,-60.547,0.0
3877,1659217176.543,-44.434,-77.637,-59.082,-28.809,0.0
3878,1659217176.547,-84.961,-81.543,-62.5,-55.664,0.0
3879,1659217176.551,-89.844,-84.961,-65.43,-112.305,0.0
3880,1659217176.555,-39.551,-83.496,-64.453,-55.664,0.0
3881,1659217176.558,-24.414,-81.543,-60.547,3.906,0.0
3882,1659217176.562,-76.172,-85.449,-63.965,-53.223,0.0
3883,1659217176.566,-96.191,-83.008,-63.477,-69.824,0.0
3884,1659217176.57,-46.875,-77.148,-60.547,-40.527,0.0
3885,1659217176.574,-11.719,-83.496,-64.941,-36.133,0.0
3886,1659217176.578,-54.688,-84.473,-61.523,-41.016,0.0
3887,1659217176.582,-86.426,-81.543,-58.105,-72.266,0.0
3888,1659217176.586,-40.527,-84.473,-59.082,-59.082,0.0
3889,1659217176.59,-19.043,-83.496,-57.617,-23.926,0.0
3890,1659217176.594,-67.871,-84.961,-60.059,-19.043,0.0
3891,1659217176.597,-101.074,-87.891,-61.523,-64.941,0.0
3892,1659217176.601,-85.938,-84.473,-61.035,-57.129,0.0
3893,1659217176.605,-44.434,-84.473,-63.965,-1.953,0.0
3894,1659217176.609,-43.945,-85.938,-67.871,-13.672,0.0
3895,1659217176.613,-87.891,-87.891,-71.777,-50.781,0.0
3896,1659217176.617,-88.379,-84.473,-70.801,-45.898,0.0
3897,1659217176.621,-41.504,-75.684,-65.918,-29.297,0.0
3898,1659217176.625,-38.086,-71.289,-67.871,-19.043,0.0
3899,1659217176.629,-72.754,-71.289,-65.918,-32.227,0.0
3900,1659217176.633,-89.844,-78.125,-65.918,-43.457,0.0
3901,1659217176.637,-63.477,-79.59,-66.895,-24.414,0.0
3902,1659217176.64,-50.781,-69.824,-64.941,-21.484,0.0
3903,1659217176.644,-93.75,-70.801,-69.824,-76.66,0.0
3904,1659217176.648,-95.703,-71.777,-69.824,-85.938,0.0
3905,1659217176.652,-53.223,-64.453,-66.895,-42.969,0.0
3906,1659217176.656,-12.207,-65.43,-64.941,4.395,0.0
3907,1659217176.66,-68.359,-65.918,-60.059,-41.016,0.0
3908,1659217176.664,-108.887,-68.359,-63.965,-92.773,0.0
3909,1659217176.668,-78.613,-72.266,-62.012,-56.152,0.0
3910,1659217176.672,-59.57,-76.172,-58.105,0.0,0.0
3911,1659217176.675,-45.41,-77.148,-62.5,-10.254,0.0
3912,1659217176.679,-88.867,-75.684,-57.617,-53.223,0.0
3913,1659217176.683,-111.328,-77.148,-55.176,-45.898,0.0
3914,1659217176.687,-55.664,-75.195,-55.176,-6.348,0.0
3915,1659217176.691,-30.762,-74.707,-50.293,5.371,0.0
3916,1659217176.695,-82.031,-75.684,-51.758,-31.25,0.0
3917,1659217176.699,-103.516,-70.801,-52.246,-42.48,0.0
3918,1659217176.703,-44.922,-73.242,-56.641,-34.668,0.0
3919,1659217176.707,-25.879,-71.777,-56.152,-0.977,0.0
3920,1659217176.711,-81.055,-63.965,-52.734,-37.598,0.0
3921,1659217176.714,-109.375,-71.289,-57.617,-77.148,0.0
3922,1659217176.718,-75.684,-78.125,-64.453,-27.832,0.0
3923,1659217176.722,-48.828,-78.125,-69.336,2.441,0.0
3924,1659217176.726,-73.242,-75.684,-64.453,-11.23,0.0
3925,1659217176.73,-110.84,-66.895,-63.965,-63.965,0.0
3926,1659217176.734,-100.586,-67.383,-69.824,-45.41,0.0
3927,1659217176.738,-25.391,-67.871,-67.871,3.418,0.0
3928,1659217176.742,-20.02,-60.547,-63.965,1.465,0.0
3929,1659217176.746,-98.633,-62.5,-65.918,-36.133,0.0
3930,1659217176.75,-93.262,-62.988,-66.895,-54.199,0.0
3931,1659217176.754,-34.668,-58.594,-66.406,-21.484,0.0
3932,1659217176.757,-33.691,-64.453,-66.895,-8.789,0.0
3933,1659217176.761,-107.422,-66.406,-67.871,-39.062,0.0
3934,1659217176.765,-127.441,-64.941,-66.895,-49.805,0.0
3935,1659217176.769,-72.754,-70.312,-68.359,-4.395,0.0
3936,1659217176.773,-37.109,-76.172,-73.242,-14.648,0.0
3937,1659217176.777,-74.219,-76.172,-69.824,-42.969,0.0
3938,1659217176.781,-104.492,-73.73,-68.848,-38.574,0.0
3939,1659217176.785,-90.332,-74.707,-70.801,-39.551,0.0
3940,1659217176.789,-60.547,-79.102,-66.406,-12.207,0.0
3941,1659217176.793,-69.824,-76.172,-67.871,-6.348,0.0
3942,1659217176.797,-97.168,-67.871,-67.871,-42.969,0.0
3943,1659217176.801,-80.566,-64.453,-66.895,-22.461,0.0
3944,1659217176.804,-41.016,-71.289,-63.965,39.062,0.0
3945,1659217176.808,-57.617,-80.566,-67.871,-12.695,0.0
3946,1659217176.812,-115.723,-74.219,-73.73,-77.637,0.0
3947,1659217176.816,-99.121,-72.266,-73.242,-62.012,0.0
3948,1659217176.82,-66.406,-77.148,-73.73,-26.367,0.0
3949,1659217176.824,-67.383,-79.59,-70.801,10.742,0.0
3950,1659217176.828,-96.191,-81.543,-68.359,-7.324,0.0
3951,1659217176.832,-116.699,-81.543,-72.754,-55.176,0.0
3952,1659217176.836,-88.379,-80.078,-76.172,-44.922,0.0
3953,1659217176.84,-45.41,-84.961,-72.754,-1.953,0.0
3954,1659217176.844,-52.246,-84.961,-71.289,-24.902,0.0
3955,1659217176.847,-84.473,-81.055,-74.219,-46.387,0.0
3956,1659217176.851,-81.543,-83.984,-65.43,-26.367,0.0
3957,1659217176.855,-55.176,-83.008,-61.523,2.93,0.0
3958,1659217176.859,-69.824,-77.148,-60.547,-23.438,0.0
3959,1659217176.863,-115.723,-76.172,-56.641,-69.824,0.0
3960,1659217176.867,-117.188,-79.59,-60.547,-34.18,0.0
3961,1659217176.871,-82.031,-87.891,-57.617,-18.066,0.0
3962,1659217176.875,-77.148,-97.168,-57.129,-40.039,0.0
3963,1659217176.879,-104.004,-95.703,-60.547,-69.824,0.0
3964,1659217176.883,-96.68,-91.309,-62.988,-58.105,0.0
3965,1659217176.887,-56.152,-90.332,-64.453,-48.34,0.0
3966,1659217176.89,-31.738,-90.82,-65.43,-31.738,0.0
3967,1659217176.894,-60.547,-86.426,-68.359,-30.762,0.0
3968,1659217176.898,-103.027,-85.938,-71.289,-84.473,0.0
3969,1659217176.902,-80.566,-86.426,-68.848,-77.637,0.0
3970,1659217176.906,-50.293,-81.055,-63.965,-11.719,0.0
3971,1659217176.91,-94.727,-83.008,-65.918,-2.93,0.0
3972,1659217176.914,-119.629,-86.914,-66.406,-35.645,0.0
3973,1659217176.918,-114.258,-88.379,-67.383,-53.223,0.0
3974,1659217176.922,-59.082,-89.355,-65.918,-38.574,0.0
3975,1659217176.926,-71.289,-91.309,-63.477,-33.691,0.0
3976,1659217176.929,-136.23,-86.914,-63.965,-59.082,0.0
3977,1659217176.933,-108.398,-81.543,-60.547,-56.641,0.0
3978,1659217176.937,-55.664,-87.891,-58.105,-48.34,0.0
3979,1659217176.941,-52.246,-86.914,-52.734,-31.738,0.0
3980,1659217176.945,-97.168,-79.59,-56.152,-26.367,0.0
3981,1659217176.949,-121.094,-81.543,-60.547,-37.109,0.0
3982,1659217176.953,-90.332,-87.402,-59.57,-3.906,0.0
3983,1659217176.957,-46.875,-83.984,-61.035,-9.766,0.0
3984,1659217176.961,-69.824,-77.637,-59.082,-59.082,0.0
3985,1659217176.965,-100.098,-73.73,-55.664,-54.688,0.0
3986,1659217176.969,-66.406,-78.613,-57.617,-41.992,0.0
3987,1659217176.972,-39.062,-83.496,-56.641,1.465,0.0
3988,1659217176.976,-53.711,-85.449,-54.199,9.277,0.0
3989,1659217176.98,-96.68,-85.449,-57.129,-35.645,0.0
3990,1659217176.984,-85.449,-85.938,-52.734,-33.691,0.0
3991,1659217176.988,-38.086,-88.379,-52.246,2.441,0.0
3992,1659217176.992,-53.223,-86.914,-57.617,-12.207,0.0
3993,1659217176.996,-87.891,-83.496,-60.059,-29.297,0.0
3994,1659217177.0,-71.289,-79.59,-58.594,-32.715,0.0
3995,1659217177.004,-29.785,-78.125,-65.43,-20.02,0.0
3996,1659217177.008,-0.488,-76.172,-73.242,36.133,0.0
3997,1659217177.012,-45.898,-79.59,-56.641,-1.465,0.0
3998,1659217177.015,-106.445,-80.078,-43.945,-57.129,0.0
3999,1659217177.019,-66.895,-73.73,-47.363,-23.926,0.0
4000,1659217177.023,-9.766,-75.684,-49.805,-0.977,0.0
4001,1659217177.027,-41.992,-80.078,-47.852,-2.441,0.0
4002,1659217177.031,-91.797,-82.031,-45.898,-18.066,0.0
4003,1659217177.035,-88.867,-83.008,-46.875,-41.504,0.0
4004,1659217177.039,-37.109,-81.543,-52.246,-16.113,0.0
4005,1659217177.043,-45.898,-83.008,-50.781,-21.484,0.0
4006,1659217177.047,-112.793,-82.52,-48.34,-62.012,0.0
4007,1659217177.05,-104.98,-84.961,-55.664,-48.828,0.0
4008,1659217177.054,-47.363,-85.938,-57.129,-13.184,0.0
4009,1659217177.058,-35.156,-84.961,-57.129,-19.531,0.0
4010,1659217177.062,-69.824,-88.867,-63.477,-47.852,0.0
4011,1659217177.066,-86.914,-88.867,-61.035,-41.016,0.0
4012,1659217177.07,-49.316,-86.914,-59.57,-28.809,0.0
4013,1659217177.074,-14.648,-90.332,-62.012,3.418,0.0
4014,1659217177.078,-62.5,-92.773,-59.57,-19.531,0.0
4015,1659217177.082,-91.309,-90.82,-62.5,-82.031,0.0
4016,1659217177.086,-53.223,-90.332,-62.5,-31.25,0.0
4017,1659217177.089,-21.973,-93.262,-60.547,32.227,0.0
4018,1659217177.093,-57.617,-89.844,-60.059,-23.438,0.0
4019,1659217177.097,-89.355,-86.426,-61.035,-70.312,0.0
4020,1659217177.101,-57.129,-84.473,-56.641,-33.203,0.0
4021,1659217177.105,-11.23,-83.496,-56.152,17.578,0.0
4022,1659217177.109,-31.25,-87.891,-55.176,18.555,0.0
4023,1659217177.113,-83.984,-87.402,-48.828,-45.41,0.0
4024,1659217177.117,-60.547,-82.031,-50.781,-53.711,0.0
4025,1659217177.121,-15.625,-85.449,-53.223,-5.371,0.0
4026,1659217177.125,-46.875,-90.332,-54.199,8.301,0.0
4027,1659217177.129,-96.68,-89.355,-56.152,-29.785,0.0
4028,1659217177.132,-76.66,-90.332,-53.223,-55.176,0.0
4029,1659217177.136,-52.246,-90.332,-58.105,-30.762,0.0
4030,1659217177.14,-52.246,-88.867,-65.43,-11.23,0.0
4031,1659217177.144,-82.52,-89.355,-64.941,-47.852,0.0
4032,1659217177.148,-112.793,-89.844,-66.895,-79.59,0.0
4033,1659217177.152,-72.754,-87.891,-66.406,-51.758,0.0
4034,1659217177.156,-24.414,-87.402,-67.871,-18.555,0.0
4035,1659217177.16,-65.918,-89.844,-63.965,-16.602,0.0
4036,1659217177.164,-116.211,-85.449,-58.594,-49.316,0.0
4037,1659217177.168,-93.75,-81.543,-60.059,-55.664,0.0
4038,1659217177.172,-46.875,-82.52,-56.641,-3.906,0.0
4039,1659217177.176,-63.477,-78.125,-54.199,-9.766,0.0
4040,1659217177.179,-108.398,-74.707,-55.176,-62.5,0.0
4041,1659217177.183,-89.844,-75.684,-57.617,-67.871,0.0
4042,1659217177.187,-47.852,-81.055,-60.547,-46.387,0.0
4043,1659217177.191,-28.809,-85.938,-60.547,-13.184,0.0
4044,1659217177.195,-75.195,-79.102,-63.965,-31.25,0.0
4045,1659217177.199,-117.188,-72.266,-62.988,-75.195,0.0
4046,1659217177.203,-77.148,-70.312,-63.477,-38.086,0.0
4047,1659217177.207,-28.32,-67.871,-64.941,0.488,0.0
4048,1659217177.211,-68.359,-62.988,-70.312,-50.293,0.0
4049,1659217177.215,-116.699,-60.059,-71.777,-68.848,0.0
4050,1659217177.219,-75.684,-62.5,-67.383,-49.805,0.0
4051,1659217177.222,-26.855,-64.453,-68.848,-12.695,0.0
4052,1659217177.226,-50.293,-62.5,-65.918,-11.719,0.0
4053,1659217177.23,-85.938,-51.758,-66.406,-44.922,0.0
4054,1659217177.234,-69.824,-51.27,-72.754,-57.617,0.0
4055,1659217177.238,-15.625,-56.641,-66.895,-34.18,0.0
4056,1659217177.242,-24.414,-50.293,-61.523,-2.93,0.0
4057,1659217177.246,-75.684,-44.922,-63.477,-50.293,0.0
4058,1659217177.25,-77.148,-53.223,-62.5,-62.988,0.0
4059,1659217177.254,-56.152,-61.035,-62.988,-12.207,0.0
4060,1659217177.258,-38.574,-64.453,-62.5,-1.465,0.0
4061,1659217177.262,-79.59,-66.895,-61.523,-46.875,0.0
4062,1659217177.265,-104.492,-64.941,-62.988,-52.734,0.0
4063,1659217177.269,-58.594,-68.359,-60.059,-10.254,0.0
4064,1659217177.273,-21.973,-72.266,-61.035,-9.766,0.0
4065,1659217177.277,-71.289,-66.895,-63.965,-42.48,0.0
4066,1659217177.281,-121.094,-63.477,-59.57,-55.176,0.0
4067,1659217177.285,-86.426,-66.895,-59.57,-42.969,0.0
4068,1659217177.289,-33.691,-69.336,-55.664,-6.836,0.0
4069,1659217177.293,-40.527,-66.895,-55.664,14.648,0.0
4070,1659217177.297,-106.934,-64.941,-62.012,-40.527,0.0
4071,1659217177.301,-87.402,-63.965,-62.5,-44.922,0.0
4072,1659217177.304,-24.902,-66.406,-64.941,-6.836,0.0
4073,1659217177.308,-29.297,-69.336,-64.941,-49.316,0.0
4074,1659217177.312,-80.078,-69.336,-62.5,-61.035,0.0
4075,1659217177.316,-101.562,-70.801,-66.895,-50.293,0.0
4076,1659217177.32,-65.43,-76.66,-69.336,-23.438,0.0
4077,1659217177.324,-25.391,-77.148,-64.941,-2.441,0.0
4078,1659217177.328,-62.5,-77.148,-65.918,-31.738,0.0
4079,1659217177.332,-96.68,-83.496,-68.848,-63.477,0.0
4080,1659217177.336,-60.059,-83.984,-67.383,-75.684,0.0
4081,1659217177.34,-22.461,-89.355,-64.453,-35.645,0.0
4082,1659217177.344,-50.781,-93.262,-63.965,-33.203,0.0
4083,1659217177.347,-94.727,-90.332,-66.406,-67.383,0.0
4084,1659217177.351,-87.891,-94.727,-66.406,-49.805,0.0
4085,1659217177.355,-55.176,-94.727,-64.453,-11.23,0.0
4086,1659217177.359,-63.477,-91.797,-64.453,-8.789,0.0
4087,1659217177.363,-90.332,-83.984,-61.035,-18.555,0.0
4088,1659217177.367,-84.961,-78.125,-60.547,-20.02,0.0
4089,1659217177.371,-45.41,-86.426,-65.918,-0.488,0.0
4090,1659217177.375,-32.715,-86.426,-65.43,-6.836,0.0
4091,1659217177.379,-88.379,-85.938,-64.941,-72.754,0.0
4092,1659217177.383,-102.051,-88.379,-63.965,-86.914,0.0
4093,1659217177.387,-54.688,-91.309,-64.941,-45.898,0.0
4094,1659217177.39,-32.227,-94.238,-69.336,-4.883,0.0
4095,1659217177.394,-73.242,-86.426,-67.383,-20.02,0.0
4096,1659217177.398,-101.074,-86.426,-61.035,-58.594,0.0
4097,1659217177.402,-74.219,-92.285,-64.941,-45.41,0.0
4098,1659217177.406,-14.16,-94.238,-62.988,19.531,0.0
4099,1659217177.41,-27.344,-86.426,-65.43,12.207,0.0
4100,1659217177.414,-112.305,-83.984,-76.172,-80.566,0.0
4101,1659217177.418,-118.652,-97.168,-72.754,-69.824,0.0
4102,1659217177.422,-41.992,-97.168,-72.266,-17.09,0.0
4103,1659217177.425,-18.555,-86.914,-82.52,-25.879,0.0
4104,1659217177.43,-48.34,-83.984,-81.543,-19.531,0.0
4105,1659217177.433,-64.453,-90.82,-69.336,-7.324,0.0
4106,1659217177.437,-29.297,-94.238,-62.5,-15.137,0.0
4107,1659217177.441,-4.395,-84.473,-67.383,9.277,0.0
4108,1659217177.445,-47.852,-76.172,-73.242,-3.418,0.0
4109,1659217177.449,-57.129,-78.125,-67.871,-24.902,0.0
4110,1659217177.453,-29.297,-81.543,-62.012,8.301,0.0
4111,1659217177.457,-9.766,-80.566,-61.523,28.809,0.0
4112,1659217177.461,-37.598,-76.172,-62.988,-7.324,0.0
4113,1659217177.465,-67.383,-72.266,-62.012,-21.484,0.0
4114,1659217177.468,-49.316,-71.777,-60.547,6.836,0.0
4115,1659217177.472,-1.953,-69.336,-60.547,22.461,0.0
4116,1659217177.477,-22.949,-68.848,-60.059,-20.02,0.0
4117,1659217177.48,-83.984,-71.289,-57.129,-47.852,0.0
4118,1659217177.484,-79.59,-66.406,-55.176,-42.969,0.0
4119,1659217177.488,-35.645,-65.918,-61.035,-20.508,0.0
4120,1659217177.492,-25.879,-67.871,-58.594,1.465,0.0
4121,1659217177.496,-75.195,-67.383,-60.547,-16.602,0.0
4122,1659217177.5,-83.008,-64.453,-62.988,-13.672,0.0
4123,1659217177.504,-28.809,-67.383,-65.43,-26.855,0.0
4124,1659217177.508,2.441,-71.777,-68.848,-25.391,0.0
4125,1659217177.512,-32.227,-69.336,-65.918,-19.043,0.0
4126,1659217177.515,-92.773,-65.43,-71.289,-56.152,0.0
4127,1659217177.519,-71.777,-67.871,-72.266,-52.246,0.0
4128,1659217177.523,-29.297,-68.359,-67.871,-18.066,0.0
