,timestamps,TP9,AF7,AF8,TP10,Right AUX
208,1659217162.206,0.0,-923.34,83.008,117.676,0.0
209,1659217162.21,0.0,-925.293,82.031,144.043,0.0
210,1659217162.213,0.0,-915.039,76.172,119.629,0.0
211,1659217162.217,0.0,-901.367,78.125,91.309,0.0
212,1659217162.22,0.0,-895.02,75.684,97.656,0.0
213,1659217162.224,0.0,-887.695,65.43,120.117,0.0
214,1659217162.227,0.0,-882.324,63.477,128.906,0.0
215,1659217162.231,0.0,-871.094,59.082,93.262,0.0
216,1659217162.237,-250.0,-854.492,58.105,88.867,0.0
217,1659217162.241,-178.223,-847.656,62.5,121.094,0.0
218,1659217162.244,-158.691,-846.68,58.105,118.164,0.0
219,1659217162.248,-228.027,-840.82,50.293,83.984,0.0
220,1659217162.251,-229.492,-836.426,37.598,88.379,0.0
221,1659217162.255,-189.453,-831.055,40.039,98.633,0.0
222,1659217162.258,-169.434,-824.707,46.387,100.098,0.0
223,1659217162.262,-178.223,-825.195,38.574,102.051,0.0
224,1659217162.266,-210.938,-819.336,31.738,83.984,0.0
225,1659217162.269,-176.27,-806.641,23.438,104.98,0.0
226,1659217162.273,-120.605,-804.199,25.391,149.414,0.0
227,1659217162.276,-155.273,-791.016,30.273,126.953,0.0
228,1659217162.283,-198.242,-770.996,15.625,93.262,0.0
229,1659217162.286,-181.641,-754.883,14.648,101.074,0.0
230,1659217162.29,-132.812,-741.699,17.09,137.207,0.0
231,1659217162.293,-128.418,-725.098,5.859,137.207,0.0
232,1659217162.297,-189.453,-702.637,11.719,89.844,0.0
233,1659217162.301,-195.312,-691.895,20.02,90.332,0.0
234,1659217162.304,-138.672,-687.012,20.508,138.184,0.0
235,1659217162.308,-125.0,-673.828,20.996,144.531,0.0
236,1659217162.311,-185.059,-645.02,19.531,90.82,0.0
237,1659217162.315,-199.219,-628.418,22.461,64.453,0.0
238,1659217162.318,-156.25,-626.465,21.973,90.332,0.0
239,1659217162.322,-117.676,-624.023,19.043,128.418,0.0
240,1659217162.329,-152.832,-616.699,21.973,104.004,0.0
241,1659217162.332,-221.68,-614.746,23.438,55.664,0.0
242,1659217162.336,-192.383,-605.469,22.461,61.035,0.0
243,1659217162.339,-120.605,-587.402,21.484,97.168,0.0
244,1659217162.343,-157.227,-588.867,17.09,78.125,0.0
245,1659217162.347,-234.863,-589.844,17.578,23.438,0.0
246,1659217162.35,-214.355,-583.496,23.438,38.086,0.0
247,1659217162.354,-145.508,-580.566,20.02,91.309,0.0
248,1659217162.357,-139.648,-581.055,13.184,94.727,0.0
249,1659217162.361,-204.102,-581.055,11.719,58.594,0.0
250,1659217162.364,-216.797,-580.078,10.254,40.039,0.0
251,1659217162.368,-154.785,-578.125,5.859,65.43,0.0
252,1659217162.374,-136.23,-577.148,0.977,82.52,0.0
253,1659217162.377,-210.938,-567.871,-0.488,23.438,0.0
254,1659217162.381,-257.812,-554.688,1.465,-21.973,0.0
255,1659217162.384,-194.336,-548.34,4.883,20.508,0.0
256,1659217162.388,-76.172,-546.387,6.348,126.465,0.0
257,1659217162.391,-90.332,-546.387,6.348,122.559,0.0
258,1659217162.395,-241.211,-545.898,4.395,-10.742,0.0
259,1659217162.399,-291.992,-540.527,5.859,-56.152,0.0
260,1659217162.402,30.762,-529.297,3.906,218.262,0.0
261,1659217162.406,134.277,-526.855,5.371,322.266,0.0
262,1659217162.409,-290.039,-529.297,6.836,-30.273,0.0
263,1659217162.413,-449.219,-532.227,1.953,-175.781,0.0
264,1659217162.42,-29.785,-532.227,-0.977,168.457,0.0
265,1659217162.424,185.547,-535.156,-3.418,348.633,0.0
266,1659217162.427,-280.273,-541.992,2.441,-49.316,0.0
267,1659217162.431,-502.441,-541.016,6.836,-267.578,0.0
268,1659217162.434,-106.934,-539.551,4.883,62.012,0.0
269,1659217162.438,217.285,-536.133,7.324,368.652,0.0
270,1659217162.442,-169.434,-540.039,5.859,44.434,0.0
271,1659217162.445,-545.41,-541.992,3.418,-299.316,0.0
272,1659217162.449,-254.883,-531.25,4.883,-77.148,0.0
273,1659217162.452,206.543,-526.367,2.441,320.312,0.0
274,1659217162.456,-4.883,-532.715,-4.883,131.348,0.0
275,1659217162.46,-448.73,-536.621,-18.066,-258.789,0.0
276,1659217162.466,-311.523,-534.18,-3.418,-137.695,0.0
277,1659217162.47,130.859,-531.25,12.695,238.281,0.0
278,1659217162.474,94.727,-529.785,9.766,215.82,0.0
279,1659217162.477,-425.781,-531.25,16.602,-224.121,0.0
280,1659217162.481,-507.812,-529.785,28.32,-307.129,0.0
281,1659217162.484,-55.176,-519.043,32.715,74.707,0.0
282,1659217162.488,145.996,-507.324,30.273,248.535,0.0
283,1659217162.492,-341.309,-514.16,33.691,-176.758,0.0
284,1659217162.495,-584.961,-517.578,35.156,-389.648,0.0
285,1659217162.499,-223.145,-510.254,33.203,-73.242,0.0
286,1659217162.502,122.07,-501.953,32.227,235.84,0.0
287,1659217162.506,-225.098,-509.766,33.691,-60.059,0.0
288,1659217162.513,-621.094,-519.043,21.484,-425.781,0.0
289,1659217162.517,-366.699,-508.789,10.742,-215.332,0.0
290,1659217162.521,119.141,-492.188,7.324,202.148,0.0
291,1659217162.524,-31.25,-497.07,5.371,75.684,0.0
292,1659217162.528,-540.039,-507.324,7.812,-347.656,0.0
293,1659217162.532,-453.125,-503.906,1.953,-284.18,0.0
294,1659217162.535,34.668,-501.465,-3.906,138.184,0.0
295,1659217162.539,89.355,-508.301,-1.953,196.777,0.0
296,1659217162.542,-394.043,-513.184,0.977,-231.934,0.0
297,1659217162.546,-499.023,-511.23,-6.348,-339.844,0.0
298,1659217162.55,-60.059,-509.766,-15.137,41.016,0.0
299,1659217162.553,173.828,-505.859,-11.719,263.672,0.0
300,1659217162.56,-262.207,-514.648,-8.301,-118.164,0.0
301,1659217162.564,-540.527,-521.484,-13.184,-368.164,0.0
302,1659217162.568,-203.125,-521.484,-14.648,-77.148,0.0
303,1659217162.571,181.152,-517.09,-19.531,264.16,0.0
304,1659217162.575,-108.398,-511.23,-22.461,12.207,0.0
305,1659217162.579,-514.648,-519.531,-21.973,-356.934,0.0
306,1659217162.582,-301.758,-519.043,-29.785,-185.547,0.0
307,1659217162.586,164.551,-510.742,-29.297,229.98,0.0
308,1659217162.59,41.992,-510.742,-25.391,149.414,0.0
309,1659217162.593,-457.031,-514.16,-35.156,-295.898,0.0
310,1659217162.597,-403.32,-516.113,-36.621,-273.926,0.0
311,1659217162.6,67.871,-502.441,-29.297,153.809,0.0
312,1659217162.607,154.297,-493.652,-26.367,244.629,0.0
313,1659217162.611,-329.59,-492.188,-21.484,-187.5,0.0
314,1659217162.614,-485.352,-483.398,-20.508,-323.242,0.0
315,1659217162.618,-63.477,-477.539,-28.32,43.457,0.0
316,1659217162.622,224.609,-468.75,-34.668,287.109,0.0
317,1659217162.625,-187.012,-473.633,-33.691,-65.918,0.0
318,1659217162.629,-487.793,-482.91,-28.32,-312.5,0.0
319,1659217162.633,-187.5,-462.891,-32.227,-53.223,0.0
320,1659217162.636,186.035,-435.547,-47.363,257.324,0.0
321,1659217162.64,-52.734,-442.871,-50.781,40.527,0.0
322,1659217162.644,-473.633,-447.754,-36.621,-327.148,0.0
323,1659217162.647,-302.734,-436.035,-38.086,-189.941,0.0
324,1659217162.654,153.32,-420.41,-53.223,224.609,0.0
325,1659217162.657,93.75,-410.156,-57.129,195.312,0.0
326,1659217162.661,-371.582,-415.039,-50.293,-238.281,0.0
327,1659217162.665,-390.625,-407.227,-46.387,-270.996,0.0
328,1659217162.668,69.824,-385.742,-49.316,129.395,0.0
329,1659217162.672,239.258,-384.766,-48.34,288.086,0.0
330,1659217162.676,-262.207,-397.949,-41.504,-104.004,0.0
331,1659217162.679,-493.652,-394.043,-38.574,-312.5,0.0
332,1659217162.683,-105.957,-382.812,-46.387,-7.812,0.0
333,1659217162.687,230.957,-369.629,-47.852,290.039,0.0
334,1659217162.69,-131.348,-366.211,-42.48,-20.996,0.0
335,1659217162.694,-485.84,-373.047,-41.992,-340.332,0.0
336,1659217162.7,-208.008,-372.559,-47.363,-107.91,0.0
337,1659217162.704,219.238,-364.746,-44.434,272.949,0.0
338,1659217162.708,11.23,-364.746,-38.574,85.449,0.0
339,1659217162.711,-454.102,-367.188,-41.992,-335.449,0.0
340,1659217162.715,-342.285,-359.863,-41.016,-245.117,0.0
341,1659217162.719,123.047,-359.863,-44.922,173.34,0.0
342,1659217162.722,117.676,-373.535,-54.688,195.801,0.0
343,1659217162.726,-386.719,-382.324,-62.5,-253.418,0.0
344,1659217162.73,-452.148,-380.859,-68.359,-325.684,0.0
345,1659217162.733,8.301,-365.234,-71.289,90.82,0.0
346,1659217162.737,196.289,-354.004,-69.336,257.812,0.0
347,1659217162.741,-263.672,-361.816,-64.941,-169.434,0.0
348,1659217162.746,-499.023,-368.652,-73.242,-402.344,0.0
349,1659217162.75,-163.086,-361.328,-78.613,-97.168,0.0
350,1659217162.754,185.547,-347.168,-79.102,225.586,0.0
351,1659217162.757,-139.16,-353.027,-78.613,-51.27,0.0
352,1659217162.761,-509.766,-361.816,-77.637,-366.699,0.0
353,1659217162.765,-270.508,-356.445,-74.707,-168.945,0.0
354,1659217162.768,148.438,-348.145,-71.777,196.289,0.0
355,1659217162.772,4.883,-348.633,-67.871,67.871,0.0
356,1659217162.776,-469.238,-357.422,-69.824,-356.445,0.0
357,1659217162.779,-414.551,-354.492,-73.242,-305.176,0.0
358,1659217162.783,42.969,-346.191,-63.965,105.469,0.0
359,1659217162.787,92.773,-345.215,-62.012,182.617,0.0
360,1659217162.794,-399.902,-356.934,-62.988,-248.535,0.0
361,1659217162.798,-504.395,-367.188,-55.664,-358.887,0.0
362,1659217162.801,-84.961,-358.887,-55.176,-7.324,0.0
363,1659217162.805,150.879,-350.586,-55.664,198.73,0.0
364,1659217162.809,-264.648,-359.375,-51.27,-153.32,0.0
365,1659217162.812,-542.48,-358.887,-54.199,-409.18,0.0
366,1659217162.816,-221.68,-344.727,-55.664,-130.371,0.0
367,1659217162.82,159.668,-339.844,-48.828,227.539,0.0
368,1659217162.823,-122.559,-344.727,-42.48,-15.137,0.0
369,1659217162.827,-536.133,-346.68,-44.922,-403.32,0.0
370,1659217162.831,-358.887,-340.82,-49.805,-266.113,0.0
371,1659217162.834,102.051,-332.031,-50.293,141.113,0.0
372,1659217162.841,46.387,-329.59,-43.457,98.145,0.0
373,1659217162.845,-454.59,-330.566,-41.504,-342.285,0.0
374,1659217162.848,-467.773,-328.125,-49.316,-374.512,0.0
375,1659217162.852,15.137,-309.57,-49.316,15.137,0.0
376,1659217162.856,124.023,-303.711,-39.062,148.926,0.0
377,1659217162.859,-359.375,-314.453,-39.551,-244.629,0.0
378,1659217162.863,-525.879,-313.965,-41.504,-416.016,0.0
379,1659217162.867,-115.723,-298.34,-37.598,-70.312,0.0
380,1659217162.87,189.453,-294.922,-32.227,225.098,0.0
381,1659217162.874,-201.66,-304.688,-33.203,-104.004,0.0
382,1659217162.878,-526.855,-304.199,-41.016,-422.852,0.0
383,1659217162.881,-230.469,-305.664,-42.969,-179.199,0.0
384,1659217162.888,179.688,-294.434,-45.898,201.172,0.0
385,1659217162.892,-62.988,-300.781,-40.039,6.836,0.0
386,1659217162.895,-519.043,-320.312,-36.133,-399.414,0.0
387,1659217162.899,-361.328,-314.453,-39.551,-279.297,0.0
388,1659217162.903,96.68,-303.711,-40.039,124.512,0.0
389,1659217162.907,64.453,-309.57,-33.203,120.117,0.0
390,1659217162.91,-424.805,-320.801,-29.785,-292.969,0.0
391,1659217162.914,-471.191,-317.871,-39.551,-342.773,0.0
392,1659217162.918,-1.953,-306.641,-38.086,56.641,0.0
393,1659217162.921,166.016,-305.664,-34.18,202.637,0.0
394,1659217162.925,-304.199,-312.5,-30.762,-199.707,0.0
395,1659217162.929,-523.926,-309.082,-22.949,-382.324,0.0
396,1659217162.935,0.0,-305.176,-25.391,-62.012,0.0
397,1659217162.939,0.0,-298.34,-30.273,240.234,0.0
398,1659217162.943,0.0,-303.223,-23.438,-49.805,0.0
399,1659217162.946,0.0,-312.988,-23.926,-387.695,0.0
400,1659217162.95,0.0,-302.734,-31.738,-191.406,0.0
401,1659217162.954,0.0,-302.246,-29.297,194.824,0.0
402,1659217162.958,0.0,-308.594,-24.902,59.082,0.0
403,1659217162.961,0.0,-312.012,-20.996,-338.867,0.0
404,1659217162.965,0.0,-308.105,-22.461,-264.16,0.0
405,1659217162.969,0.0,-295.41,-29.785,135.742,0.0
406,1659217162.972,0.0,-307.617,-32.227,161.621,0.0
407,1659217162.976,0.0,-325.195,-32.715,-261.719,0.0
408,1659217162.982,-470.215,-327.148,-33.203,-340.82,0.0
409,1659217162.985,-18.555,-318.848,-33.691,26.367,0.0
410,1659217162.989,211.426,-317.383,-30.762,232.422,0.0
411,1659217162.993,-233.398,-327.637,-30.762,-130.371,0.0
412,1659217162.996,-491.211,-319.336,-31.738,-333.496,0.0
413,1659217163.0,-150.391,-308.105,-25.879,-53.223,0.0
414,1659217163.004,210.938,-301.758,-17.09,226.074,0.0
415,1659217163.007,-115.234,-303.223,-10.742,-26.855,0.0
416,1659217163.011,-545.898,-306.641,-10.254,-384.277,0.0
417,1659217163.015,-333.008,-296.387,-10.742,-238.281,0.0
418,1659217163.019,141.602,-288.574,-1.953,137.695,0.0
419,1659217163.022,7.324,-290.039,0.0,51.758,0.0
420,1659217163.029,-515.137,-290.039,-13.184,-389.16,0.0
421,1659217163.033,-481.934,-291.504,-10.742,-370.605,0.0
422,1659217163.036,6.836,-283.203,0.0,48.34,0.0
423,1659217163.04,102.051,-278.809,3.906,130.859,0.0
424,1659217163.044,-388.184,-288.574,0.977,-285.156,0.0
425,1659217163.048,-533.203,-294.922,-5.859,-412.598,0.0
426,1659217163.051,-110.352,-289.551,-7.812,-44.434,0.0
427,1659217163.055,178.223,-273.438,0.0,218.75,0.0
428,1659217163.059,-229.492,-273.926,-1.953,-132.812,0.0
429,1659217163.062,-533.691,-271.484,-2.93,-403.809,0.0
430,1659217163.066,-213.867,-243.164,2.441,-144.043,0.0
431,1659217163.07,183.594,-239.258,-0.488,184.57,0.0
432,1659217163.075,-61.523,-231.445,8.301,-21.973,0.0
433,1659217163.079,-518.555,-233.887,6.836,-387.207,0.0
434,1659217163.082,-383.789,-232.422,6.836,-275.391,0.0
